,meas_wmax,wmax_001a,EPID,ELID,LOADID,locw,k1,cy,sigs,phi_eq_MC2020,rhoeff_MC2020,CS,epsin,Nrep,t
676,0.192,0.226006497710482,19,N30-20-3,28,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
677,0.184,0.2742035665451911,19,N32-14-1,19,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
678,0.158,0.263068396330158,19,N32-14-1,15,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
679,0.193,0.2936901144214991,19,N32-14-1,20,2,0.0,43.0,211.0,14.0,0.0153938040025899,1,1a,1,1
680,0.184,0.2742035665451911,19,N32-14-1,23,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
681,0.239,0.3632849282654563,19,N32-14-1,26,2,0.0,43.0,261.0,14.0,0.0153938040025899,1,1a,1,1
682,0.178,0.282554944206466,19,N32-14-1,16,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
683,0.193,0.29508201069837825,19,N32-14-1,24,2,0.0,43.0,212.0,14.0,0.0153938040025899,1,1a,1,1
684,0.193,0.2936901144214991,19,N32-14-1,21,2,0.0,43.0,211.0,14.0,0.0153938040025899,1,1a,1,1
685,0.291,0.418960779340622,19,N32-14-1,28,2,0.0,43.0,301.0,14.0,0.0153938040025899,1,1a,1,1
686,0.198,0.3173523511284445,19,N32-14-1,25,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
687,0.267,0.3744200984804894,19,N32-14-1,27,2,0.0,43.0,269.0,14.0,0.0153938040025899,1,1a,1,1
688,0.193,0.29229821814462,19,N32-14-1,17,2,0.0,43.0,210.0,14.0,0.0153938040025899,1,1a,1,1
689,0.184,0.2769873590989494,19,N32-14-2,19,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
690,0.193,0.2964739069752574,19,N32-14-2,16,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
691,0.276,0.41200129795622625,19,N32-14-2,26,2,0.0,43.0,296.0,14.0,0.0153938040025899,1,1a,1,1
692,0.267,0.37720389103424773,19,N32-14-2,28,2,0.0,43.0,271.0,14.0,0.0153938040025899,1,1a,1,1
693,0.193,0.29508201069837825,19,N32-14-2,17,2,0.0,43.0,212.0,14.0,0.0153938040025899,1,1a,1,1
694,0.276,0.409217505402468,19,N32-14-2,27,2,0.0,43.0,294.0,14.0,0.0153938040025899,1,1a,1,1
695,0.301,0.4551500825394797,19,N32-14-2,30,2,0.0,43.0,327.0,14.0,0.0153938040025899,1,1a,1,1
696,0.193,0.2964739069752574,19,N32-14-2,20,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
697,0.239,0.3646768245423354,19,N32-14-2,22,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
698,0.184,0.2742035665451911,19,N32-14-2,13,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
699,0.267,0.37302820220361027,19,N32-14-2,25,2,0.0,43.0,268.0,14.0,0.0153938040025899,1,1a,1,1
700,0.276,0.41200129795622625,19,N32-14-2,29,2,0.0,43.0,296.0,14.0,0.0153938040025899,1,1a,1,1
701,0.184,0.2769873590989494,19,N32-14-2,15,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
702,0.198,0.3187442474053237,19,N32-14-2,21,2,0.0,43.0,229.0,14.0,0.0153938040025899,1,1a,1,1
703,0.214,0.4078256091255888,19,N32-14-2,24,2,0.0,43.0,293.0,14.0,0.0153938040025899,1,1a,1,1
704,0.158,0.26446029260703713,19,N32-14-2,12,2,0.0,43.0,190.0,14.0,0.0153938040025899,1,1a,1,1
705,0.276,0.409217505402468,19,N32-14-2,23,2,0.0,43.0,294.0,14.0,0.0153938040025899,1,1a,1,1
706,0.193,0.2992576995290157,19,N32-14-3,24,2,0.0,43.0,215.00000000000003,14.0,0.0153938040025899,1,1a,1,1
707,0.151,0.3076090771902906,19,N32-14-3,25,2,0.0,43.0,221.00000000000003,14.0,0.0153938040025899,1,1a,1,1
708,0.178,0.282554944206466,19,N32-14-3,23,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
709,0.184,0.2797711516527077,19,N32-14-3,17,2,0.0,43.0,201.0,14.0,0.0153938040025899,1,1a,1,1
710,0.184,0.2811630479295868,19,N32-14-3,21,2,0.0,43.0,202.0,14.0,0.0153938040025899,1,1a,1,1
711,0.239,0.3646768245423354,19,N32-14-3,28,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
712,0.178,0.282554944206466,19,N32-14-3,16,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
713,0.178,0.282554944206466,19,N32-14-3,20,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
714,0.271,0.428704053278776,19,N32-14-3,32,2,0.0,43.0,308.0,14.0,0.0153938040025899,1,1a,1,1
715,0.256,0.4523662899857214,19,N32-14-3,31,2,0.0,43.0,325.0,14.0,0.0153938040025899,1,1a,1,1
716,0.214,0.40086612774119307,19,N32-14-3,29,2,0.0,43.0,288.0,14.0,0.0153938040025899,1,1a,1,1
717,0.151,0.3103928697440488,19,N32-14-3,27,2,0.0,43.0,223.0,14.0,0.0153938040025899,1,1a,1,1
718,0.256,0.4467987048782048,19,N32-14-3,30,2,0.0,43.0,321.0,14.0,0.0153938040025899,1,1a,1,1
719,0.158,0.26585218888391626,19,N32-14-3,19,2,0.0,43.0,191.0,14.0,0.0153938040025899,1,1a,1,1
720,0.184,0.2742035665451911,19,N32-14-3,26,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
721,0.149,0.16917842477732628,19,N32-20-1,35,2,0.0,40.0,158.0,20.0,0.0314159265358979,1,1a,1,1
722,0.199,0.23449414573566113,19,N32-20-1,38,2,0.0,40.0,219.0,20.0,0.0314159265358979,2,1a,1,1
723,0.19,0.2034424095423544,19,N32-20-1,36,2,0.0,40.0,190.0,20.0,0.0314159265358979,2,1a,1,1
724,0.163,0.16382467715779064,19,N32-20-1,32,2,0.0,40.0,153.0,20.0,0.0314159265358979,1,1a,1,1
725,0.163,0.16275392763388352,19,N32-20-1,34,2,0.0,40.0,152.0,20.0,0.0314159265358979,1,1a,1,1
726,0.155,0.21414990478142568,19,N32-20-1,37,2,0.0,40.0,200.0,20.0,0.0314159265358979,2,1a,1,1
727,0.199,0.23021114764003262,19,N32-20-2,28,2,0.0,40.0,215.00000000000003,20.0,0.0314159265358979,2,1a,1,1
728,0.149,0.16917842477732628,19,N32-20-2,26,2,0.0,40.0,158.0,20.0,0.0314159265358979,1,1a,1,1
729,0.19,0.20558390859016862,19,N32-20-2,27,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
730,0.199,0.23449414573566113,19,N32-20-2,29,2,0.0,40.0,219.0,20.0,0.0314159265358979,2,1a,1,1
731,0.19,0.20237166001844722,19,N32-20-3,32,2,0.0,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
732,0.163,0.16810767525341916,19,N32-20-3,29,2,0.0,40.0,157.0,20.0,0.0314159265358979,1,1a,1,1
733,0.188,0.18416891811202607,19,N32-20-3,31,2,0.0,40.0,172.0,20.0,0.0314159265358979,1,1a,1,1
734,0.199,0.23342339621175395,19,N32-20-3,33,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
735,0.272,0.538188931580328,19,N40-10-1,13,2,0.0,45.0,307.0,10.0,0.0078539816339744,1,1a,1,1
736,0.272,0.5329297563531588,19,N40-10-1,10,2,0.0,45.0,304.0,10.0,0.0078539816339744,1,1a,1,1
737,0.272,0.5346828147622151,19,N40-10-1,7,2,0.0,45.0,305.0,10.0,0.0078539816339744,1,1a,1,1
738,0.24,0.5153991722625944,19,N40-10-1,6,2,0.0,45.0,294.0,10.0,0.0078539816339744,1,1a,1,1
739,0.286,0.5802623333976826,19,N40-10-1,11,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
740,0.286,0.5802623333976826,19,N40-10-1,14,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
741,0.24,0.5206583474897636,19,N40-10-2,18,2,0.0,45.0,297.0,10.0,0.0078539816339744,1,1a,1,1
742,0.272,0.5346828147622151,19,N40-10-2,4,2,0.0,45.0,305.0,10.0,0.0078539816339744,1,1a,1,1
743,0.286,0.582015391806739,19,N40-10-2,14,2,0.0,45.0,332.0,10.0,0.0078539816339744,1,1a,1,1
744,0.302,0.5522133988527796,19,N40-10-2,23,2,0.0,45.0,315.0,10.0,0.0078539816339744,1,1a,1,1
745,0.272,0.5399419899893844,19,N40-10-2,13,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
746,0.272,0.538188931580328,19,N40-10-2,8,2,0.0,45.0,307.0,10.0,0.0078539816339744,1,1a,1,1
747,0.286,0.582015391806739,19,N40-10-2,9,2,0.0,45.0,332.0,10.0,0.0078539816339744,1,1a,1,1
748,0.207,0.4978685881720299,19,N40-10-2,12,2,0.0,45.0,284.0,10.0,0.0078539816339744,1,1a,1,1
749,0.256,0.5627317493071182,19,N40-10-2,19,2,0.0,45.0,321.0,10.0,0.0078539816339744,1,1a,1,1
750,0.351,0.6065582095335293,19,N40-10-2,24,2,0.0,45.0,346.0,10.0,0.0078539816339744,1,1a,1,1
751,0.24,0.5153991722625944,19,N40-10-2,7,2,0.0,45.0,294.0,10.0,0.0078539816339744,1,1a,1,1
752,0.351,0.6065582095335293,19,N40-10-2,28,2,0.0,45.0,346.0,10.0,0.0078539816339744,1,1a,1,1
753,0.351,0.6048051511244729,19,N40-10-2,20,2,0.0,45.0,345.0,10.0,0.0078539816339744,1,1a,1,1
754,0.225,0.5960398590791907,19,N40-10-3,8,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
755,0.302,0.553966457261836,19,N40-10-3,20,2,0.0,45.0,316.0,10.0,0.0078539816339744,1,1a,1,1
756,0.286,0.5767562165795698,19,N40-10-3,24,2,0.0,45.0,329.0,10.0,0.0078539816339744,1,1a,1,1
757,0.225,0.5925337422610777,19,N40-10-3,4,2,0.0,45.0,338.0,10.0,0.0078539816339744,1,1a,1,1
758,0.225,0.5960398590791907,19,N40-10-3,16,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
759,0.286,0.5837684502157955,19,N40-10-3,11,2,0.0,45.0,333.0,10.0,0.0078539816339744,1,1a,1,1
760,0.256,0.5627317493071182,19,N40-10-3,7,2,0.0,45.0,321.0,10.0,0.0078539816339744,1,1a,1,1
761,0.207,0.5013747049901427,19,N40-10-3,10,2,0.0,45.0,286.0,10.0,0.0078539816339744,1,1a,1,1
762,0.24,0.5171522306716507,19,N40-10-3,6,2,0.0,45.0,295.0,10.0,0.0078539816339744,1,1a,1,1
763,0.272,0.5311766979441022,19,N40-10-3,15,2,0.0,45.0,303.0,10.0,0.0078539816339744,1,1a,1,1
764,0.182,0.2588927074995206,19,N40-14-1,17,2,0.0,43.0,186.0,14.0,0.0153938040025899,1,1a,1,1
765,0.315,0.36189303198857714,19,N40-14-1,26,2,0.0,43.0,260.0,14.0,0.0153938040025899,1,1a,1,1
766,0.173,0.23662236706945425,19,N40-14-1,6,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
767,0.193,0.253325122392004,19,N40-14-1,7,2,0.0,43.0,182.0,14.0,0.0153938040025899,1,1a,1,1
768,0.173,0.2380142633463334,19,N40-14-1,4,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
769,0.182,0.2588927074995206,19,N40-14-1,13,2,0.0,43.0,186.0,14.0,0.0153938040025899,1,1a,1,1
770,0.277,0.31317666229780716,19,N40-14-1,23,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
771,0.173,0.23662236706945425,19,N40-14-1,12,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
772,0.352,0.4566304276809253,19,N40-14-1,30,2,0.0,43.0,325.0,14.0,0.0153938040025899,2,1a,1,1
773,0.35,0.3716363059267311,19,N40-14-1,28,2,0.0,43.0,267.0,14.0,0.0153938040025899,1,1a,1,1
774,0.108,0.22270340430066288,19,N40-14-1,14,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
775,0.207,0.2895144255908617,19,N40-14-1,19,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
776,0.149,0.27141977399143286,19,N40-14-1,8,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
777,0.207,0.2895144255908617,19,N40-14-1,22,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
778,0.207,0.2895144255908617,19,N40-14-1,20,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
779,0.193,0.2505413298382457,19,N40-14-1,21,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
780,0.207,0.2839468404833451,19,N40-14-1,24,2,0.0,43.0,204.0,14.0,0.0153938040025899,1,1a,1,1
781,0.146,0.20878444153187142,19,N40-14-1,15,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
782,0.334,0.3980823351874348,19,N40-14-1,29,2,0.0,43.0,286.0,14.0,0.0153938040025899,2,1a,1,1
783,0.146,0.20878444153187142,19,N40-14-1,11,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
784,0.149,0.27141977399143286,19,N40-14-1,18,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
785,0.334,0.3966904389105557,19,N40-14-1,27,2,0.0,43.0,285.0,14.0,0.0153938040025899,2,1a,1,1
786,0.108,0.2213115080237837,19,N40-14-1,10,2,0.0,43.0,159.0,14.0,0.0153938040025899,1,1a,1,1
787,0.173,0.2380142633463334,19,N40-14-1,16,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
788,0.149,0.27141977399143286,19,N40-14-1,9,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
789,0.277,0.31317666229780716,19,N40-14-1,25,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
790,0.146,0.21574392291626712,19,N40-14-2,7,2,0.0,43.0,155.0,14.0,0.0153938040025899,1,1a,1,1
791,0.173,0.233838574515696,19,N40-14-2,12,2,0.0,43.0,168.0,14.0,0.0153938040025899,1,1a,1,1
792,0.207,0.2867306330371034,19,N40-14-2,22,2,0.0,43.0,206.0,14.0,0.0153938040025899,1,1a,1,1
793,0.193,0.2575008112226414,19,N40-14-2,17,2,0.0,43.0,185.0,14.0,0.0153938040025899,1,1a,1,1
794,0.315,0.3646768245423354,19,N40-14-2,26,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
795,0.196,0.282554944206466,19,N40-14-2,21,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
796,0.146,0.21017633780875056,19,N40-14-2,13,2,0.0,43.0,151.0,14.0,0.0153938040025899,1,1a,1,1
797,0.193,0.2505413298382457,19,N40-14-2,23,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
798,0.173,0.2352304707925751,19,N40-14-2,14,2,0.0,43.0,169.0,14.0,0.0153938040025899,1,1a,1,1
799,0.193,0.25610891494576227,19,N40-14-2,15,2,0.0,43.0,184.0,14.0,0.0153938040025899,1,1a,1,1
800,0.193,0.25471701866888313,19,N40-14-2,16,2,0.0,43.0,183.0,14.0,0.0153938040025899,1,1a,1,1
801,0.182,0.2616765000532788,19,N40-14-2,20,2,0.0,43.0,188.0,14.0,0.0153938040025899,1,1a,1,1
802,0.193,0.2575008112226414,19,N40-14-2,18,2,0.0,43.0,185.0,14.0,0.0153938040025899,1,1a,1,1
803,0.351,0.41756888306374285,19,N40-14-2,27,2,0.0,43.0,300.0,14.0,0.0153938040025899,2,1a,1,1
804,0.277,0.31596045485156543,19,N40-14-2,25,2,0.0,43.0,227.0,14.0,0.0153938040025899,1,1a,1,1
805,0.173,0.2352304707925751,19,N40-14-2,8,2,0.0,43.0,169.0,14.0,0.0153938040025899,1,1a,1,1
806,0.146,0.21574392291626712,19,N40-14-2,11,2,0.0,43.0,155.0,14.0,0.0153938040025899,1,1a,1,1
807,0.173,0.23244667823881685,19,N40-14-2,19,2,0.0,43.0,167.0,14.0,0.0153938040025899,1,1a,1,1
808,0.207,0.2895144255908617,19,N40-14-2,24,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
809,0.196,0.27559546282207026,19,N40-14-3,13,2,0.0,43.0,198.0,14.0,0.0153938040025899,1,1a,1,1
810,0.183,0.2964739069752574,19,N40-14-3,23,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
811,0.143,0.2421899521769708,19,N40-14-3,4,2,0.0,43.0,174.0,14.0,0.0153938040025899,1,1a,1,1
812,0.143,0.24497374473072914,19,N40-14-3,18,2,0.0,43.0,176.0,14.0,0.0153938040025899,1,1a,1,1
813,0.315,0.3646768245423354,19,N40-14-3,27,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
814,0.193,0.25193322611512486,19,N40-14-3,15,2,0.0,43.0,181.0,14.0,0.0153938040025899,1,1a,1,1
815,0.183,0.30204149208277403,19,N40-14-3,21,2,0.0,43.0,217.00000000000003,14.0,0.0153938040025899,1,1a,1,1
816,0.2,0.3396226915585109,19,N40-14-3,24,2,0.0,43.0,244.0,14.0,0.0153938040025899,1,1a,1,1
817,0.149,0.2672440851607954,19,N40-14-3,19,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
818,0.149,0.27141977399143286,19,N40-14-3,16,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
819,0.146,0.21156823408562972,19,N40-14-3,6,2,0.0,43.0,152.0,14.0,0.0153938040025899,1,1a,1,1
820,0.2,0.3382307952816317,19,N40-14-3,26,2,0.0,43.0,243.0,14.0,0.0153938040025899,1,1a,1,1
821,0.196,0.282554944206466,19,N40-14-3,20,2,0.0,43.0,203.0,14.0,0.0153938040025899,1,1a,1,1
822,0.108,0.21713581919314626,19,N40-14-3,7,2,0.0,43.0,156.0,14.0,0.0153938040025899,1,1a,1,1
823,0.143,0.24914943356136654,19,N40-14-3,11,2,0.0,43.0,179.0,14.0,0.0153938040025899,1,1a,1,1
824,0.2,0.34379838038914823,19,N40-14-3,22,2,0.0,43.0,247.0,14.0,0.0153938040025899,1,1a,1,1
825,0.149,0.2672440851607954,19,N40-14-3,12,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
826,0.207,0.2881225293139825,19,N40-14-3,17,2,0.0,43.0,207.0,14.0,0.0153938040025899,1,1a,1,1
827,0.173,0.233838574515696,19,N40-14-3,14,2,0.0,43.0,168.0,14.0,0.0153938040025899,1,1a,1,1
828,0.351,0.418960779340622,19,N40-14-3,28,2,0.0,43.0,301.0,14.0,0.0153938040025899,2,1a,1,1
829,0.173,0.23662236706945425,19,N40-14-3,10,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
830,0.146,0.21296013036250885,19,N40-14-3,9,2,0.0,43.0,153.0,14.0,0.0153938040025899,1,1a,1,1
831,0.163,0.167036925729512,19,N40-20-1,36,2,0.0,40.0,156.0,20.0,0.0314159265358979,2,1a,1,1
832,0.194,0.26725582063519193,19,N40-20-1,40,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
833,0.163,0.16810767525341916,19,N40-20-1,38,2,0.0,40.0,157.0,20.0,0.0314159265358979,2,1a,1,1
834,0.2,0.21550292697968074,19,N40-20-1,39,2,0.0,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
835,0.163,0.16810767525341916,19,N40-20-2,30,2,0.0,40.0,157.0,20.0,0.0314159265358979,2,1a,1,1
836,0.163,0.1702491743012334,19,N40-20-2,28,2,0.0,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
837,0.194,0.26725582063519193,19,N40-20-2,32,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
838,0.2,0.21371834443983553,19,N40-20-2,31,2,0.0,40.0,188.0,20.0,0.0314159265358979,2,1a,1,1
839,0.194,0.2476254126968946,19,N40-20-3,32,2,0.0,40.0,207.0,20.0,0.0314159265358979,2,1a,1,1
840,0.2,0.21907209205937117,19,N40-20-3,31,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
841,0.194,0.26725582063519193,19,N40-20-3,33,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
842,0.163,0.1702491743012334,19,N40-20-3,30,2,0.0,40.0,159.0,20.0,0.0314159265358979,2,1a,1,1
843,0.15,0.2895144255908617,19,N42-14-1,22,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
844,0.257,0.3716363059267311,19,N42-14-1,27,2,0.0,43.0,267.0,14.0,0.0153938040025899,1,1a,1,1
845,0.209,0.36189303198857714,19,N42-14-1,26,2,0.0,43.0,260.0,14.0,0.0153938040025899,1,1a,1,1
846,0.167,0.31317666229780716,19,N42-14-1,25,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
847,0.157,0.2839468404833451,19,N42-14-1,24,2,0.0,43.0,204.0,14.0,0.0153938040025899,1,1a,1,1
848,0.118,0.27141977399143286,19,N42-14-1,9,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
849,0.144,0.2895144255908617,19,N42-14-1,20,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
850,0.315,0.4523662899857214,19,N42-14-1,29,2,0.0,43.0,325.0,14.0,0.0153938040025899,1,1a,1,1
851,0.266,0.3980823351874348,19,N42-14-1,28,2,0.0,43.0,286.0,14.0,0.0153938040025899,1,1a,1,1
852,0.129,0.27141977399143286,19,N42-14-1,18,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
853,0.154,0.2783792553758286,19,N42-14-2,18,2,0.0,43.0,200.0,14.0,0.0153938040025899,1,1a,1,1
854,0.188,0.3173523511284445,19,N42-14-2,23,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
855,0.147,0.2769873590989494,19,N42-14-2,12,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
856,0.151,0.2769873590989494,19,N42-14-2,15,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
857,0.156,0.2783792553758286,19,N42-14-2,21,2,0.0,43.0,200.0,14.0,0.0153938040025899,1,1a,1,1
858,0.22,0.3591092394348188,19,N42-14-2,26,2,0.0,43.0,258.0,14.0,0.0153938040025899,1,1a,1,1
859,0.165,0.29229821814462,19,N42-14-2,22,2,0.0,43.0,210.0,14.0,0.0153938040025899,1,1a,1,1
860,0.264,0.409217505402468,19,N42-14-2,27,2,0.0,43.0,294.0,14.0,0.0153938040025899,1,1a,1,1
861,0.217,0.34101458783538996,19,N42-14-2,25,2,0.0,43.0,245.0,14.0,0.0153938040025899,1,1a,1,1
862,0.249,0.38833906124928086,19,N42-14-3,28,2,0.0,43.0,279.0,14.0,0.0153938040025899,1,1a,1,1
863,0.173,0.3187442474053237,19,N42-14-3,24,2,0.0,43.0,229.0,14.0,0.0153938040025899,1,1a,1,1
864,0.259,0.41200129795622625,19,N42-14-3,29,2,0.0,43.0,296.0,14.0,0.0153938040025899,1,1a,1,1
865,0.238,0.38694716497240167,19,N42-14-3,26,2,0.0,43.0,278.0,14.0,0.0153938040025899,1,1a,1,1
866,0.131,0.2742035665451911,19,N42-14-3,22,2,0.0,43.0,197.0,14.0,0.0153938040025899,1,1a,1,1
867,0.219,0.3646768245423354,19,N42-14-3,25,2,0.0,43.0,262.0,14.0,0.0153938040025899,1,1a,1,1
868,0.152,0.2964739069752574,19,N42-14-3,23,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
869,0.177,0.23021114764003262,19,N42-20-1,33,2,0.0,40.0,215.00000000000003,20.0,0.0314159265358979,2,1a,1,1
870,0.156,0.1702491743012334,19,N42-20-1,30,2,0.0,40.0,159.0,20.0,0.0314159265358979,1,1a,1,1
871,0.156,0.16917842477732628,19,N42-20-1,28,2,0.0,40.0,158.0,20.0,0.0314159265358979,1,1a,1,1
872,0.142,0.16275392763388352,19,N42-20-1,29,2,0.0,40.0,152.0,20.0,0.0314159265358979,1,1a,1,1
873,0.194,0.2045131590662615,19,N42-20-1,31,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
874,0.17,0.22164515144877556,19,N42-20-1,32,2,0.0,40.0,207.0,20.0,0.0314159265358979,2,1a,1,1
875,0.193,0.23938288827739718,19,N42-20-1,34,2,0.0,40.0,223.0,20.0,0.0314159265358979,2,1a,1,1
876,0.193,0.23938288827739718,19,N42-20-2,30,2,0.0,40.0,223.0,20.0,0.0314159265358979,2,1a,1,1
877,0.156,0.17131992382514055,19,N42-20-2,28,2,0.0,40.0,160.0,20.0,0.0314159265358979,1,1a,1,1
878,0.194,0.2045131590662615,19,N42-20-2,29,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
879,0.173,0.18845191620765459,19,N42-20-3,28,2,0.0,40.0,176.0,20.0,0.0314159265358979,1,1a,1,1
880,0.194,0.20558390859016862,19,N42-20-3,34,2,0.0,40.0,192.0,20.0,0.0314159265358979,2,1a,1,1
881,0.194,0.2045131590662615,19,N42-20-3,31,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
882,0.168,0.17988592001639755,19,N42-20-3,29,2,0.0,40.0,168.0,20.0,0.0314159265358979,1,1a,1,1
883,0.194,0.2045131590662615,19,N42-20-3,32,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
884,0.177,0.23556489525956825,19,N42-20-3,35,2,0.0,40.0,220.0,20.0,0.0314159265358979,2,1a,1,1
885,0.156,0.17131992382514055,19,N42-20-3,27,2,0.0,40.0,160.0,20.0,0.0314159265358979,1,1a,1,1
886,0.186,0.19701791239891162,19,N42-20-3,33,2,0.0,40.0,184.0,20.0,0.0314159265358979,1,1a,1,1
887,0.173,0.18845191620765459,19,N42-20-3,30,2,0.0,40.0,176.0,20.0,0.0314159265358979,1,1a,1,1
888,0.132,0.20878444153187142,19,S20-14-1,12,2,0.0,43.0,150.0,14.0,0.0153938040025899,1,1a,1,1
889,0.129,0.24358184845384998,19,S20-14-1,14,2,0.0,43.0,175.0,14.0,0.0153938040025899,1,1a,1,1
890,0.129,0.2407980559000917,19,S20-14-2,16,2,0.0,43.0,173.0,14.0,0.0153938040025899,1,1a,1,1
891,0.107,0.2213115080237837,19,S20-14-2,15,2,0.0,43.0,159.0,14.0,0.0153938040025899,1,1a,1,1
892,0.107,0.2213115080237837,19,S20-14-2,19,2,0.0,43.0,159.0,14.0,0.0153938040025899,1,1a,1,1
893,0.219,0.3744200984804894,19,S20-14-2,27,2,0.0,43.0,269.0,14.0,0.0153938040025899,2,1a,1,1
894,0.138,0.26585218888391626,19,S20-14-2,25,2,0.0,43.0,191.0,14.0,0.0153938040025899,1,1a,1,1
895,0.138,0.26585218888391626,19,S20-14-2,22,2,0.0,43.0,191.0,14.0,0.0153938040025899,1,1a,1,1
896,0.129,0.24358184845384998,19,S20-14-2,20,2,0.0,43.0,175.0,14.0,0.0153938040025899,1,1a,1,1
897,0.267,0.43148784583253424,19,S20-14-2,28,2,0.0,43.0,310.0,14.0,0.0153938040025899,2,1a,1,1
898,0.138,0.26585218888391626,19,S20-14-2,21,2,0.0,43.0,191.0,14.0,0.0153938040025899,1,1a,1,1
899,0.132,0.21296013036250885,19,S20-14-2,12,2,0.0,43.0,153.0,14.0,0.0153938040025899,1,1a,1,1
