,meas_wmax,wmax_001a,EPID,ELID,LOADID,locw,k1,cy,sigs,phi_eq_MC2020,rhoeff_MC2020,CS,epsin,Nrep,t
228,0.1,0.24149005279778693,16,7,1,2,0.0,38.1,206.9,11.3,0.0148043735897511,1,1a,1,1
229,0.13,0.28164112972501687,16,7,2,2,0.0,38.1,241.3,11.3,0.0148043735897511,1,1a,1,1
230,0.16,0.32190892489912826,16,7,3,2,0.0,38.1,275.8,11.3,0.0148043735897511,2,1a,1,1
231,0.18,0.37548662416160317,16,7,4,2,0.0,38.1,310.3,11.3,0.0148043735897511,2,1a,1,1
232,0.239,0.47332577044523966,19,N10-10-1,4,2,0.0,45.0,270.0,10.0,0.0078539816339744,1,1a,1,1
233,0.052,0.38567284999241747,19,N10-10-1,5,2,0.0,45.0,220.0,10.0,0.0078539816339744,1,1a,1,1
234,0.239,0.4680665952180703,19,N10-10-1,6,2,0.0,45.0,267.0,10.0,0.0078539816339744,1,1a,1,1
235,0.262,0.5101399970354249,19,N10-10-1,7,2,0.0,45.0,291.0,10.0,0.0078539816339744,1,1a,1,1
236,0.122,0.4032034340829819,19,N10-10-1,8,2,0.0,45.0,230.0,10.0,0.0078539816339744,1,1a,1,1
237,0.195,0.45404212794561877,19,N10-10-1,9,2,0.0,45.0,259.0,10.0,0.0078539816339744,1,1a,1,1
238,0.253,0.47858494567240895,19,N10-10-1,10,2,0.0,45.0,273.0,10.0,0.0078539816339744,1,1a,1,1
239,0.262,0.5136461138535378,19,N10-10-1,11,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
240,0.338,0.5364358731712715,19,N10-10-1,12,2,0.0,45.0,306.0,10.0,0.0078539816339744,1,1a,1,1
241,0.243,0.4259931934007157,19,N10-10-1,13,2,0.0,45.0,243.0,10.0,0.0078539816339744,1,1a,1,1
242,0.239,0.4680665952180703,19,N10-10-1,14,2,0.0,45.0,267.0,10.0,0.0078539816339744,1,1a,1,1
243,0.262,0.5136461138535378,19,N10-10-1,15,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
244,0.34,0.5802623333976826,19,N10-10-1,16,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
245,0.338,0.5434481068074973,19,N10-10-1,19,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
246,0.34,0.5802623333976826,19,N10-10-1,20,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
247,0.195,0.4575482447637316,19,N10-10-2,4,2,0.0,45.0,261.0,10.0,0.0078539816339744,1,1a,1,1
248,0.122,0.4014503756739255,19,N10-10-2,6,2,0.0,45.0,229.0,10.0,0.0078539816339744,1,1a,1,1
249,0.228,0.4522890695365623,19,N10-10-2,7,2,0.0,45.0,258.0,10.0,0.0078539816339744,1,1a,1,1
250,0.208,0.49085635453580406,19,N10-10-2,8,2,0.0,45.0,280.0,10.0,0.0078539816339744,1,1a,1,1
251,0.338,0.5364358731712715,19,N10-10-2,9,2,0.0,45.0,306.0,10.0,0.0078539816339744,1,1a,1,1
252,0.338,0.5364358731712715,19,N10-10-2,10,2,0.0,45.0,306.0,10.0,0.0078539816339744,1,1a,1,1
253,0.122,0.4102156677192077,19,N10-10-2,11,2,0.0,45.0,234.0,10.0,0.0078539816339744,1,1a,1,1
254,0.195,0.4610543615818445,19,N10-10-2,12,2,0.0,45.0,263.0,10.0,0.0078539816339744,1,1a,1,1
255,0.208,0.49260941294486055,19,N10-10-2,13,2,0.0,45.0,281.0,10.0,0.0078539816339744,1,1a,1,1
256,0.338,0.5364358731712715,19,N10-10-2,14,2,0.0,45.0,306.0,10.0,0.0078539816339744,1,1a,1,1
257,0.338,0.541695048398441,19,N10-10-2,15,2,0.0,45.0,309.0,10.0,0.0078539816339744,1,1a,1,1
258,0.243,0.431252368627885,19,N10-10-2,16,2,0.0,45.0,246.0,10.0,0.0078539816339744,1,1a,1,1
259,0.208,0.4943624713539169,19,N10-10-2,17,2,0.0,45.0,282.0,10.0,0.0078539816339744,1,1a,1,1
260,0.338,0.5399419899893844,19,N10-10-2,18,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
261,0.34,0.5855215086248521,19,N10-10-2,19,2,0.0,45.0,334.0,10.0,0.0078539816339744,1,1a,1,1
262,0.377,0.5942868006701342,19,N10-10-2,20,2,0.0,45.0,339.0,10.0,0.0078539816339744,1,1a,1,1
263,0.253,0.4855971793086347,19,N10-10-2,21,2,0.0,45.0,277.0,10.0,0.0078539816339744,1,1a,1,1
264,0.338,0.5399419899893844,19,N10-10-2,22,2,0.0,45.0,308.0,10.0,0.0078539816339744,1,1a,1,1
265,0.377,0.5960398590791907,19,N10-10-2,23,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
266,0.253,0.4838441208995783,19,N10-10-3,4,2,0.0,45.0,276.0,10.0,0.0078539816339744,1,1a,1,1
267,0.228,0.447029894309393,19,N10-10-3,6,2,0.0,45.0,255.0,10.0,0.0078539816339744,1,1a,1,1
268,0.253,0.4838441208995783,19,N10-10-3,7,2,0.0,45.0,276.0,10.0,0.0078539816339744,1,1a,1,1
269,0.253,0.4838441208995783,19,N10-10-3,8,2,0.0,45.0,276.0,10.0,0.0078539816339744,1,1a,1,1
270,0.228,0.4435237774912801,19,N10-10-3,10,2,0.0,45.0,253.0,10.0,0.0078539816339744,1,1a,1,1
271,0.253,0.4873502377176911,19,N10-10-3,11,2,0.0,45.0,278.0,10.0,0.0078539816339744,1,1a,1,1
272,0.262,0.5171522306716507,19,N10-10-3,12,2,0.0,45.0,295.0,10.0,0.0078539816339744,1,1a,1,1
273,0.243,0.42248707658260287,19,N10-10-3,13,2,0.0,45.0,241.00000000000003,10.0,0.0078539816339744,1,1a,1,1
274,0.253,0.4838441208995783,19,N10-10-3,14,2,0.0,45.0,276.0,10.0,0.0078539816339744,1,1a,1,1
275,0.262,0.5171522306716507,19,N10-10-3,15,2,0.0,45.0,295.0,10.0,0.0078539816339744,1,1a,1,1
276,0.34,0.5802623333976826,19,N10-10-3,16,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
277,0.377,0.5942868006701342,19,N10-10-3,20,2,0.0,45.0,339.0,10.0,0.0078539816339744,1,1a,1,1
278,0.092,0.22687909313130028,19,N10-14-1,16,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
279,0.166,0.21574392291626712,19,N10-14-1,18,2,0.0,43.0,155.0,14.0,0.0153938040025899,1,1a,1,1
280,0.152,0.2505413298382457,19,N10-14-1,19,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
281,0.192,0.2867306330371034,19,N10-14-1,20,2,0.0,43.0,206.0,14.0,0.0153938040025899,1,1a,1,1
282,0.201,0.2783792553758286,19,N10-14-1,21,2,0.0,43.0,200.0,14.0,0.0153938040025899,1,1a,1,1
283,0.215,0.3048252846365323,19,N10-14-1,22,2,0.0,43.0,219.00000000000003,14.0,0.0153938040025899,2,1a,1,1
284,0.229,0.32152803995908197,19,N10-14-1,23,2,0.0,43.0,231.0,14.0,0.0153938040025899,2,1a,1,1
285,0.257,0.3628473883547731,19,N10-14-1,24,2,0.0,43.0,258.0,14.0,0.0153938040025899,2,1a,1,1
286,0.337,0.49971718891455547,19,N10-14-1,25,2,0.0,43.0,317.0,14.0,0.0153938040025899,2,1a,1,1
287,0.092,0.22270340430066288,19,N10-14-2,13,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
288,0.092,0.22687909313130028,19,N10-14-2,16,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
289,0.166,0.21296013036250885,19,N10-14-2,18,2,0.0,43.0,153.0,14.0,0.0153938040025899,1,1a,1,1
290,0.207,0.2672440851607954,19,N10-14-2,19,2,0.0,43.0,192.0,14.0,0.0153938040025899,1,1a,1,1
291,0.215,0.311784766020928,19,N10-14-2,20,2,0.0,43.0,224.0,14.0,0.0153938040025899,2,1a,1,1
292,0.257,0.3582077340985092,19,N10-14-2,21,2,0.0,43.0,256.0,14.0,0.0153938040025899,2,1a,1,1
293,0.352,0.4811585718895002,19,N10-14-2,22,2,0.0,43.0,309.0,14.0,0.0153938040025899,2,1a,1,1
294,0.145,0.1963597713016486,19,N10-20-1,25,2,0.0,40.0,165.0,20.0,0.0314159265358979,2,1a,1,1
295,0.176,0.24275891733762414,19,N10-20-1,26,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
296,0.174,0.29272722845329013,19,N10-20-1,27,2,0.0,40.0,219.0,20.0,0.0314159265358979,2,1a,1,1
297,0.145,0.19814435384149384,19,N10-20-2,24,2,0.0,40.0,166.0,20.0,0.0314159265358979,2,1a,1,1
298,0.176,0.24275891733762414,19,N10-20-2,25,2,0.0,40.0,191.0,20.0,0.0314159265358979,2,1a,1,1
299,0.174,0.2962963935329806,19,N10-20-2,26,2,0.0,40.0,221.0,20.0,0.0314159265358979,2,1a,1,1
300,0.153,0.28023515067437366,19,N10-20-2,27,2,0.0,40.0,212.0,20.0,0.0314159265358979,2,1a,1,1
301,0.145,0.20171351892118428,19,N10-20-3,27,2,0.0,40.0,168.0,20.0,0.0314159265358979,2,1a,1,1
302,0.174,0.2980809760728258,19,N10-20-3,28,2,0.0,40.0,222.0,20.0,0.0314159265358979,2,1a,1,1
303,0.176,0.569743982943344,19,N12-10-1,4,2,0.0,45.0,325.0,10.0,0.0078539816339744,1,1a,1,1
304,0.214,0.5434481068074973,19,N12-10-1,7,2,0.0,45.0,310.0,10.0,0.0078539816339744,1,1a,1,1
305,0.238,0.5662378661252311,19,N12-10-1,8,2,0.0,45.0,323.0,10.0,0.0078539816339744,1,1a,1,1
306,0.253,0.6083112679425858,19,N12-10-1,9,2,0.0,45.0,347.0,10.0,0.0078539816339744,1,1a,1,1
307,0.176,0.569743982943344,19,N12-10-1,12,2,0.0,45.0,325.0,10.0,0.0078539816339744,1,1a,1,1
308,0.238,0.5662378661252311,19,N12-10-1,16,2,0.0,45.0,323.0,10.0,0.0078539816339744,1,1a,1,1
309,0.238,0.5592256324890054,19,N12-10-1,20,2,0.0,45.0,319.0,10.0,0.0078539816339744,1,1a,1,1
310,0.257,0.60129903430636,19,N12-10-1,23,2,0.0,45.0,343.0,10.0,0.0078539816339744,1,1a,1,1
311,0.267,0.5487072820346667,19,N12-10-2,4,2,0.0,45.0,313.0,10.0,0.0078539816339744,1,1a,1,1
312,0.238,0.5627317493071182,19,N12-10-2,8,2,0.0,45.0,321.0,10.0,0.0078539816339744,1,1a,1,1
313,0.257,0.5960398590791907,19,N12-10-2,9,2,0.0,45.0,340.0,10.0,0.0078539816339744,1,1a,1,1
314,0.233,0.582015391806739,19,N12-10-2,12,2,0.0,45.0,332.0,10.0,0.0078539816339744,1,1a,1,1
315,0.253,0.6083112679425858,19,N12-10-2,13,2,0.0,45.0,347.0,10.0,0.0078539816339744,1,1a,1,1
316,0.214,0.541695048398441,19,N12-10-2,16,2,0.0,45.0,309.0,10.0,0.0078539816339744,1,1a,1,1
317,0.253,0.6118173847606987,19,N12-10-2,17,2,0.0,45.0,349.0,10.0,0.0078539816339744,1,1a,1,1
318,0.267,0.5574725740799489,19,N12-10-2,19,2,0.0,45.0,318.0,10.0,0.0078539816339744,1,1a,1,1
319,0.238,0.5627317493071182,19,N12-10-3,8,2,0.0,45.0,321.0,10.0,0.0078539816339744,1,1a,1,1
320,0.233,0.5802623333976826,19,N12-10-3,9,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
321,0.233,0.5855215086248521,19,N12-10-3,12,2,0.0,45.0,334.0,10.0,0.0078539816339744,1,1a,1,1
322,0.233,0.5872745670339083,19,N12-10-3,15,2,0.0,45.0,335.0,10.0,0.0078539816339744,1,1a,1,1
323,0.227,0.31317666229780716,19,N12-14-1,28,2,0.0,43.0,225.0,14.0,0.0153938040025899,1,1a,1,1
324,0.188,0.272811670268312,19,N12-14-1,23,2,0.0,43.0,196.0,14.0,0.0153938040025899,1,1a,1,1
325,0.158,0.2282709894081794,19,N12-14-1,18,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
326,0.152,0.23940615962321257,19,N12-14-1,19,2,0.0,43.0,172.0,14.0,0.0153938040025899,1,1a,1,1
327,0.209,0.2895144255908617,19,N12-14-1,24,2,0.0,43.0,208.0,14.0,0.0153938040025899,1,1a,1,1
328,0.171,0.25193322611512486,19,N12-14-1,22,2,0.0,43.0,181.0,14.0,0.0153938040025899,1,1a,1,1
329,0.209,0.29090632186774085,19,N12-14-1,27,2,0.0,43.0,209.0,14.0,0.0153938040025899,1,1a,1,1
330,0.152,0.2380142633463334,19,N12-14-1,9,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
331,0.195,0.263068396330158,19,N12-14-1,26,2,0.0,43.0,189.0,14.0,0.0153938040025899,1,1a,1,1
332,0.338,0.4064337128487097,19,N12-14-1,30,2,0.0,43.0,292.0,14.0,0.0153938040025899,1,1a,1,1
333,0.152,0.2380142633463334,19,N12-14-1,14,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
334,0.274,0.3632849282654563,19,N12-14-1,29,2,0.0,43.0,261.0,14.0,0.0153938040025899,1,1a,1,1
335,0.171,0.2505413298382457,19,N12-14-1,17,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
336,0.152,0.2380142633463334,19,N12-14-1,16,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
337,0.171,0.24775753728448743,19,N12-14-1,20,2,0.0,43.0,178.0,14.0,0.0153938040025899,1,1a,1,1
338,0.208,0.30064959580589484,19,N12-14-1,25,2,0.0,43.0,216.0,14.0,0.0153938040025899,1,1a,1,1
339,0.152,0.2380142633463334,19,N12-14-1,21,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
340,0.152,0.23662236706945425,19,N12-14-1,10,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
341,0.152,0.23662236706945425,19,N12-14-1,13,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
342,0.158,0.22687909313130028,19,N12-14-2,19,2,0.0,43.0,163.0,14.0,0.0153938040025899,1,1a,1,1
343,0.338,0.4078256091255888,19,N12-14-2,26,2,0.0,43.0,293.0,14.0,0.0153938040025899,1,1a,1,1
344,0.152,0.23662236706945425,19,N12-14-2,17,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
345,0.152,0.2352304707925751,19,N12-14-2,14,2,0.0,43.0,169.0,14.0,0.0153938040025899,1,1a,1,1
346,0.152,0.2380142633463334,19,N12-14-2,13,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
347,0.274,0.3632849282654563,19,N12-14-2,25,2,0.0,43.0,261.0,14.0,0.0153938040025899,1,1a,1,1
348,0.227,0.3173523511284445,19,N12-14-2,23,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
349,0.251,0.34379838038914823,19,N12-14-2,24,2,0.0,43.0,247.0,14.0,0.0153938040025899,1,1a,1,1
350,0.171,0.24914943356136654,19,N12-14-2,20,2,0.0,43.0,179.0,14.0,0.0153938040025899,1,1a,1,1
351,0.209,0.2964739069752574,19,N12-14-2,22,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
352,0.188,0.272811670268312,19,N12-14-2,21,2,0.0,43.0,196.0,14.0,0.0153938040025899,1,1a,1,1
353,0.395,0.45375818626260056,19,N12-14-2,27,2,0.0,43.0,326.0,14.0,0.0153938040025899,2,1a,1,1
354,0.171,0.24914943356136654,19,N12-14-2,18,2,0.0,43.0,179.0,14.0,0.0153938040025899,1,1a,1,1
355,0.171,0.2505413298382457,19,N12-14-3,13,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
356,0.395,0.45375818626260056,19,N12-14-3,34,2,0.0,43.0,326.0,14.0,0.0153938040025899,2,1a,1,1
357,0.152,0.2380142633463334,19,N12-14-3,15,2,0.0,43.0,171.0,14.0,0.0153938040025899,1,1a,1,1
358,0.274,0.36189303198857714,19,N12-14-3,30,2,0.0,43.0,260.0,14.0,0.0153938040025899,1,1a,1,1
359,0.158,0.2282709894081794,19,N12-14-3,8,2,0.0,43.0,164.0,14.0,0.0153938040025899,1,1a,1,1
360,0.395,0.45097439370884224,19,N12-14-3,32,2,0.0,43.0,324.0,14.0,0.0153938040025899,2,1a,1,1
361,0.171,0.253325122392004,19,N12-14-3,22,2,0.0,43.0,182.0,14.0,0.0153938040025899,1,1a,1,1
362,0.152,0.23662236706945425,19,N12-14-3,12,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
363,0.171,0.253325122392004,19,N12-14-3,16,2,0.0,43.0,182.0,14.0,0.0153938040025899,1,1a,1,1
364,0.152,0.23662236706945425,19,N12-14-3,21,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
365,0.188,0.2769873590989494,19,N12-14-3,27,2,0.0,43.0,199.0,14.0,0.0153938040025899,1,1a,1,1
366,0.152,0.2352304707925751,19,N12-14-3,9,2,0.0,43.0,169.0,14.0,0.0153938040025899,1,1a,1,1
367,0.188,0.272811670268312,19,N12-14-3,26,2,0.0,43.0,196.0,14.0,0.0153938040025899,1,1a,1,1
368,0.332,0.43287974210941343,19,N12-14-3,33,2,0.0,43.0,311.0,14.0,0.0153938040025899,2,1a,1,1
369,0.171,0.24775753728448743,19,N12-14-3,25,2,0.0,43.0,178.0,14.0,0.0153938040025899,1,1a,1,1
370,0.171,0.25193322611512486,19,N12-14-3,19,2,0.0,43.0,181.0,14.0,0.0153938040025899,1,1a,1,1
371,0.171,0.25193322611512486,19,N12-14-3,17,2,0.0,43.0,181.0,14.0,0.0153938040025899,1,1a,1,1
372,0.188,0.27559546282207026,19,N12-14-3,24,2,0.0,43.0,198.0,14.0,0.0153938040025899,1,1a,1,1
373,0.209,0.2964739069752574,19,N12-14-3,28,2,0.0,43.0,213.0,14.0,0.0153938040025899,1,1a,1,1
374,0.158,0.22548719685442112,19,N12-14-3,18,2,0.0,43.0,162.0,14.0,0.0153938040025899,1,1a,1,1
375,0.338,0.4078256091255888,19,N12-14-3,31,2,0.0,43.0,293.0,14.0,0.0153938040025899,1,1a,1,1
376,0.188,0.272811670268312,19,N12-14-3,23,2,0.0,43.0,196.0,14.0,0.0153938040025899,1,1a,1,1
377,0.227,0.3173523511284445,19,N12-14-3,29,2,0.0,43.0,228.0,14.0,0.0153938040025899,1,1a,1,1
378,0.2,0.2543150323155697,19,N12-20-1,35,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
379,0.136,0.16810767525341916,19,N12-20-1,33,2,0.0,40.0,157.0,20.0,0.0314159265358979,1,1a,1,1
380,0.167,0.20256213866005846,19,N12-20-1,34,2,0.0,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
381,0.179,0.22219254659835583,19,N12-20-2,31,2,0.0,40.0,200.0,20.0,0.0314159265358979,2,1a,1,1
382,0.124,0.16810767525341916,19,N12-20-2,29,2,0.0,40.0,157.0,20.0,0.0314159265358979,1,1a,1,1
383,0.162,0.20256213866005846,19,N12-20-2,30,2,0.0,40.0,189.0,20.0,0.0314159265358979,2,1a,1,1
384,0.197,0.2543150323155697,19,N12-20-2,33,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
385,0.185,0.23290004183742707,19,N12-20-2,32,2,0.0,40.0,206.0,20.0,0.0314159265358979,2,1a,1,1
386,0.183,0.20434672119990366,19,N12-20-3,19,2,0.0,40.0,190.0,20.0,0.0314159265358979,2,1a,1,1
387,0.192,0.22040796405851057,19,N12-20-3,20,2,0.0,40.0,199.0,20.0,0.0314159265358979,2,1a,1,1
388,0.144,0.16810767525341916,19,N12-20-3,18,2,0.0,40.0,157.0,20.0,0.0314159265358979,1,1a,1,1
389,0.195,0.2543150323155697,19,N12-20-3,21,2,0.0,40.0,218.0,20.0,0.0314159265358979,2,1a,1,1
390,0.225,0.4680665952180703,19,N20-10-1,15,2,0.0,45.0,267.0,10.0,0.0078539816339744,1,1a,1,1
391,0.231,0.4978685881720299,19,N20-10-1,12,2,0.0,45.0,284.0,10.0,0.0078539816339744,1,1a,1,1
392,0.292,0.5294236395350458,19,N20-10-1,20,2,0.0,45.0,302.0,10.0,0.0078539816339744,1,1a,1,1
393,0.225,0.4680665952180703,19,N20-10-1,8,2,0.0,45.0,267.0,10.0,0.0078539816339744,1,1a,1,1
394,0.197,0.4242401349916592,19,N20-10-1,10,2,0.0,45.0,242.0,10.0,0.0078539816339744,1,1a,1,1
395,0.282,0.5802623333976826,19,N20-10-1,21,2,0.0,45.0,331.0,10.0,0.0078539816339744,1,1a,1,1
396,0.197,0.42248707658260287,19,N20-10-1,4,2,0.0,45.0,241.00000000000003,10.0,0.0078539816339744,1,1a,1,1
397,0.231,0.4943624713539169,19,N20-10-1,13,2,0.0,45.0,282.0,10.0,0.0078539816339744,1,1a,1,1
398,0.225,0.46631353680901383,19,N20-10-1,18,2,0.0,45.0,266.0,10.0,0.0078539816339744,1,1a,1,1
399,0.197,0.4154748429463771,19,N20-10-1,14,2,0.0,45.0,237.00000000000003,10.0,0.0078539816339744,1,1a,1,1
400,0.197,0.4242401349916592,19,N20-10-1,7,2,0.0,45.0,242.0,10.0,0.0078539816339744,1,1a,1,1
401,0.231,0.49611552976297335,19,N20-10-1,16,2,0.0,45.0,283.0,10.0,0.0078539816339744,1,1a,1,1
402,0.231,0.4978685881720299,19,N20-10-1,19,2,0.0,45.0,284.0,10.0,0.0078539816339744,1,1a,1,1
403,0.225,0.4680665952180703,19,N20-10-1,11,2,0.0,45.0,267.0,10.0,0.0078539816339744,1,1a,1,1
404,0.292,0.5294236395350458,19,N20-10-1,17,2,0.0,45.0,302.0,10.0,0.0078539816339744,1,1a,1,1
405,0.249,0.48033800408146543,19,N20-10-2,4,2,0.0,45.0,274.0,10.0,0.0078539816339744,1,1a,1,1
406,0.249,0.47683188726335246,19,N20-10-2,13,2,0.0,45.0,272.0,10.0,0.0078539816339744,1,1a,1,1
407,0.212,0.5136461138535378,19,N20-10-2,18,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
408,0.282,0.5750031581705133,19,N20-10-2,16,2,0.0,45.0,328.0,10.0,0.0078539816339744,1,1a,1,1
409,0.225,0.47507882885429603,19,N20-10-2,10,2,0.0,45.0,271.0,10.0,0.0078539816339744,1,1a,1,1
410,0.212,0.5118930554444814,19,N20-10-2,11,2,0.0,45.0,292.0,10.0,0.0078539816339744,1,1a,1,1
411,0.282,0.5750031581705133,19,N20-10-2,19,2,0.0,45.0,328.0,10.0,0.0078539816339744,1,1a,1,1
412,0.209,0.5609786908980617,19,N20-10-2,15,2,0.0,45.0,320.0,10.0,0.0078539816339744,1,1a,1,1
413,0.225,0.4715727120361832,19,N20-10-2,7,2,0.0,45.0,269.0,10.0,0.0078539816339744,1,1a,1,1
414,0.197,0.4242401349916592,19,N20-10-2,6,2,0.0,45.0,242.0,10.0,0.0078539816339744,1,1a,1,1
415,0.212,0.5136461138535378,19,N20-10-2,14,2,0.0,45.0,293.0,10.0,0.0078539816339744,1,1a,1,1
416,0.197,0.4242401349916592,19,N20-10-2,9,2,0.0,45.0,242.0,10.0,0.0078539816339744,1,1a,1,1
417,0.197,0.4207340181735464,19,N20-10-2,12,2,0.0,45.0,240.0,10.0,0.0078539816339744,1,1a,1,1
418,0.249,0.47683188726335246,19,N20-10-2,17,2,0.0,45.0,272.0,10.0,0.0078539816339744,1,1a,1,1
419,0.292,0.5241644643078764,19,N20-10-3,13,2,0.0,45.0,299.0,10.0,0.0078539816339744,1,1a,1,1
420,0.249,0.48033800408146543,19,N20-10-3,9,2,0.0,45.0,274.0,10.0,0.0078539816339744,1,1a,1,1
421,0.262,0.5346828147622151,19,N20-10-3,14,2,0.0,45.0,305.0,10.0,0.0078539816339744,1,1a,1,1
422,0.305,0.6030520927154164,19,N20-10-3,19,2,0.0,45.0,344.0,10.0,0.0078539816339744,1,1a,1,1
423,0.282,0.582015391806739,19,N20-10-3,18,2,0.0,45.0,332.0,10.0,0.0078539816339744,1,1a,1,1
424,0.154,0.4382646022641108,19,N20-10-3,11,2,0.0,45.0,250.00000000000003,10.0,0.0078539816339744,1,1a,1,1
425,0.249,0.48033800408146543,19,N20-10-3,16,2,0.0,45.0,274.0,10.0,0.0078539816339744,1,1a,1,1
426,0.154,0.43651154385505436,19,N20-10-3,7,2,0.0,45.0,249.0,10.0,0.0078539816339744,1,1a,1,1
427,0.262,0.538188931580328,19,N20-10-3,17,2,0.0,45.0,307.0,10.0,0.0078539816339744,1,1a,1,1
428,0.154,0.431252368627885,19,N20-10-3,15,2,0.0,45.0,246.0,10.0,0.0078539816339744,1,1a,1,1
429,0.249,0.47858494567240895,19,N20-10-3,12,2,0.0,45.0,273.0,10.0,0.0078539816339744,1,1a,1,1
430,0.249,0.48033800408146543,19,N20-10-3,8,2,0.0,45.0,274.0,10.0,0.0078539816339744,1,1a,1,1
431,0.154,0.43651154385505436,19,N20-10-3,4,2,0.0,45.0,249.0,10.0,0.0078539816339744,1,1a,1,1
432,0.292,0.5329297563531588,19,N20-10-3,20,2,0.0,45.0,304.0,10.0,0.0078539816339744,1,1a,1,1
433,0.305,0.6030520927154164,19,N20-10-3,21,2,0.0,45.0,344.0,10.0,0.0078539816339744,1,1a,1,1
434,0.138,0.22270340430066288,19,N20-14-1,16,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
435,0.148,0.23662236706945425,19,N20-14-1,23,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
436,0.138,0.22270340430066288,19,N20-14-1,17,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
437,0.165,0.27141977399143286,19,N20-14-1,25,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
438,0.138,0.22270340430066288,19,N20-14-1,22,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
439,0.138,0.22409530057754198,19,N20-14-1,20,2,0.0,43.0,161.0,14.0,0.0153938040025899,1,1a,1,1
440,0.232,0.36189303198857714,19,N20-14-1,30,2,0.0,43.0,260.0,14.0,0.0153938040025899,2,1a,1,1
441,0.335,0.4762794973247625,19,N20-14-1,31,2,0.0,43.0,314.0,14.0,0.0153938040025899,2,1a,1,1
442,0.203,0.31596045485156543,19,N20-14-1,29,2,0.0,43.0,227.0,14.0,0.0153938040025899,1,1a,1,1
443,0.138,0.22270340430066288,19,N20-14-1,12,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
444,0.165,0.272811670268312,19,N20-14-1,28,2,0.0,43.0,196.0,14.0,0.0153938040025899,1,1a,1,1
445,0.165,0.27141977399143286,19,N20-14-1,26,2,0.0,43.0,195.0,14.0,0.0153938040025899,1,1a,1,1
446,0.138,0.22409530057754198,19,N20-14-1,19,2,0.0,43.0,161.0,14.0,0.0153938040025899,1,1a,1,1
447,0.149,0.25471701866888313,19,N20-14-1,24,2,0.0,43.0,183.0,14.0,0.0153938040025899,1,1a,1,1
448,0.148,0.23940615962321257,19,N20-14-1,27,2,0.0,43.0,172.0,14.0,0.0153938040025899,1,1a,1,1
449,0.138,0.22270340430066288,19,N20-14-1,13,2,0.0,43.0,160.0,14.0,0.0153938040025899,1,1a,1,1
450,0.149,0.2505413298382457,19,N20-14-2,23,2,0.0,43.0,180.0,14.0,0.0153938040025899,1,1a,1,1
451,0.148,0.23662236706945425,19,N20-14-2,20,2,0.0,43.0,170.0,14.0,0.0153938040025899,1,1a,1,1
