No,Source,Name,ID,rho,Es,fr,cbot,fcm,fctm,Ecm,sigs,phi,w
2598,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S20-20-3,31.41592654,197.5,2,40,38.8,2.81,31.1,141,20,0.07
2599,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S20-20-3,31.41592654,197.5,2,40,38.8,2.81,31.1,176,20,0.1
2600,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S20-20-3,31.41592654,197.5,2,40,38.8,2.81,31.1,215,20,0.12
2625,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-1,7.853981634,200.5333333,2,45,46.3,2.8,35.9,287,10,0.22
2626,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-1,7.853981634,200.5333333,2,45,46.3,2.8,35.9,332,10,0.24
2627,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-1,7.853981634,200.5333333,2,45,46.3,2.8,35.9,380,10,0.26
2628,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-1,7.853981634,200.5333333,2,45,46.3,2.8,35.9,416,10,0.29
2629,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-1,7.853981634,200.5333333,2,45,46.3,2.8,35.9,467,10,0.34
2630,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-1,7.853981634,200.5333333,2,45,46.3,2.8,35.9,510,10,0.38
2659,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-2,7.853981634,200.5333333,2,45,46.3,2.8,35.9,467,10,0.24
2660,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-2,7.853981634,200.5333333,2,45,46.3,2.8,35.9,317,10,0.24
2661,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-2,7.853981634,200.5333333,2,45,46.3,2.8,35.9,437,10,0.29
2662,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-2,7.853981634,200.5333333,2,45,46.3,2.8,35.9,462,10,0.3
2663,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-2,7.853981634,200.5333333,2,45,46.3,2.8,35.9,503,10,0.34
2664,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-2,7.853981634,200.5333333,2,45,46.3,2.8,35.9,538,10,0.38
2687,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,418,10,0.18
2688,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,292,10,0.18
2689,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,332,10,0.19
2690,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,374,10,0.22
2691,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,394,10,0.24
2692,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,411,10,0.25
2693,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,459,10,0.29
2694,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,500,10,0.34
2695,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-10-3,7.853981634,200.5333333,2,45,46.3,2.8,35.9,541,10,0.38
2725,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,170,14,0.08
2726,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,196,14,0.1
2727,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,207,14,0.1
2728,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,227,14,0.11
2729,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,251,14,0.13
2730,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,287,14,0.16
2731,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,331,14,0.19
2732,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,368,14,0.22
2733,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-1,15.393804,196.3166667,2,43,46.3,2.8,35.9,409,14,0.26
2766,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-2,15.393804,196.3166667,2,43,46.3,2.8,35.9,251,14,0.13
2767,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-2,15.393804,196.3166667,2,43,46.3,2.8,35.9,229,14,0.009027778
2768,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-2,15.393804,196.3166667,2,43,46.3,2.8,35.9,250,14,0.14
2769,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-2,15.393804,196.3166667,2,43,46.3,2.8,35.9,293,14,0.17
2770,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-2,15.393804,196.3166667,2,43,46.3,2.8,35.9,329,14,0.2
2771,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-2,15.393804,196.3166667,2,43,46.3,2.8,35.9,365,14,0.22
2801,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,252,14,0.13
2802,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,200,14,0.13
2803,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,199,14,0.13
2804,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,251,14,0.15
2805,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,264,14,0.16
2806,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,305,14,0.19
2807,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,342,14,0.23
2808,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-14-3,15.393804,196.3166667,2,43,46.3,2.8,35.9,381,14,0.26
2842,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-1,31.41592654,196.3166667,2,40,46.3,2.8,35.9,235,20,0.14
2843,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-1,31.41592654,196.3166667,2,40,46.3,2.8,35.9,217,20,0.14
2873,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-2,31.41592654,196.3166667,2,40,46.3,2.8,35.9,124,20,0.06
2874,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-2,31.41592654,196.3166667,2,40,46.3,2.8,35.9,107,20,0.06
2875,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-2,31.41592654,196.3166667,2,40,46.3,2.8,35.9,123,20,0.07
2876,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-2,31.41592654,196.3166667,2,40,46.3,2.8,35.9,136,20,0.08
2877,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-2,31.41592654,196.3166667,2,40,46.3,2.8,35.9,155,20,0.09
2878,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-2,31.41592654,196.3166667,2,40,46.3,2.8,35.9,190,20,0.13
2879,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-2,31.41592654,196.3166667,2,40,46.3,2.8,35.9,228,20,0.16
2911,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-3,31.41592654,196.3166667,2,40,46.3,2.8,35.9,122,20,0.05
2912,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-3,31.41592654,196.3166667,2,40,46.3,2.8,35.9,106,20,0.05
2913,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-3,31.41592654,196.3166667,2,40,46.3,2.8,35.9,121,20,0.06
2914,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-3,31.41592654,196.3166667,2,40,46.3,2.8,35.9,126,20,0.06
2915,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-3,31.41592654,196.3166667,2,40,46.3,2.8,35.9,151,20,0.07
2916,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-3,31.41592654,196.3166667,2,40,46.3,2.8,35.9,190,20,0.1
2917,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S30-20-3,31.41592654,196.3166667,2,40,46.3,2.8,35.9,229,20,0.12
2943,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-1,7.853981634,200.5333333,2,45,56.9,2.9,34.4,459,10,0.19
2944,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-1,7.853981634,200.5333333,2,45,56.9,2.9,34.4,325,10,0.19
2945,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-1,7.853981634,200.5333333,2,45,56.9,2.9,34.4,432,10,0.23
2946,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-1,7.853981634,200.5333333,2,45,56.9,2.9,34.4,484,10,0.27
2947,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-1,7.853981634,200.5333333,2,45,56.9,2.9,34.4,530,10,0.31
2971,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-2,7.853981634,200.5333333,2,45,56.9,2.9,34.4,474,10,0.22
2972,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-2,7.853981634,200.5333333,2,45,56.9,2.9,34.4,322,10,0.22
2973,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-2,7.853981634,200.5333333,2,45,56.9,2.9,34.4,388,10,0.25
2974,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-2,7.853981634,200.5333333,2,45,56.9,2.9,34.4,461,10,0.29
2975,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-2,7.853981634,200.5333333,2,45,56.9,2.9,34.4,508,10,0.34
2976,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-2,7.853981634,200.5333333,2,45,56.9,2.9,34.4,525,10,0.38
3004,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-3,7.853981634,200.5333333,2,45,56.9,2.9,34.4,448,10,0.19
3005,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-3,7.853981634,200.5333333,2,45,56.9,2.9,34.4,340,10,0.19
3006,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-3,7.853981634,200.5333333,2,45,56.9,2.9,34.4,433,10,0.23
3007,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-3,7.853981634,200.5333333,2,45,56.9,2.9,34.4,488,10,0.27
3008,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-10-3,7.853981634,200.5333333,2,45,56.9,2.9,34.4,530,10,0.31
3038,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-1,15.393804,196.3166667,2,43,56.9,2.9,34.4,241,14,0.11
3039,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-1,15.393804,196.3166667,2,43,56.9,2.9,34.4,206,14,0.11
3040,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-1,15.393804,196.3166667,2,43,56.9,2.9,34.4,238,14,0.13
3041,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-1,15.393804,196.3166667,2,43,56.9,2.9,34.4,256,14,0.14
3042,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-1,15.393804,196.3166667,2,43,56.9,2.9,34.4,288,14,0.17
3043,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-1,15.393804,196.3166667,2,43,56.9,2.9,34.4,326,14,0.2
3044,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-1,15.393804,196.3166667,2,43,56.9,2.9,34.4,363,14,0.22
3077,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-2,15.393804,196.3166667,2,43,56.9,2.9,34.4,351,14,0.18
3078,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-2,15.393804,196.3166667,2,43,56.9,2.9,34.4,331,14,0.18
3079,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-2,15.393804,196.3166667,2,43,56.9,2.9,34.4,351,14,0.19
3080,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-2,15.393804,196.3166667,2,43,56.9,2.9,34.4,388,14,0.22
3114,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-3,15.393804,196.3166667,2,43,56.9,2.9,34.4,343,14,0.18
3115,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-3,15.393804,196.3166667,2,43,56.9,2.9,34.4,309,14,0.18
3116,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-3,15.393804,196.3166667,2,43,56.9,2.9,34.4,342,14,0.19
3117,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-14-3,15.393804,196.3166667,2,43,56.9,2.9,34.4,387,14,0.22
3148,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-1,31.41592654,197.5,2,40,56.9,2.9,34.4,158,20,0.09
3149,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-1,31.41592654,197.5,2,40,56.9,2.9,34.4,166,20,0.09
3150,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-1,31.41592654,197.5,2,40,56.9,2.9,34.4,150,20,0.09
3151,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-1,31.41592654,197.5,2,40,56.9,2.9,34.4,166,20,0.09
3152,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-1,31.41592654,197.5,2,40,56.9,2.9,34.4,187,20,0.11
3153,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-1,31.41592654,197.5,2,40,56.9,2.9,34.4,224,20,0.14
3181,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-2,31.41592654,197.5,2,40,56.9,2.9,34.4,157,20,0.07
3182,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-2,31.41592654,197.5,2,40,56.9,2.9,34.4,142,20,0.07
3183,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-2,31.41592654,197.5,2,40,56.9,2.9,34.4,156,20,0.08
3184,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-2,31.41592654,197.5,2,40,56.9,2.9,34.4,186,20,0.1
3185,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-2,31.41592654,197.5,2,40,56.9,2.9,34.4,222,20,0.12
3211,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-3,31.41592654,197.5,2,40,56.9,2.9,34.4,136,20,0.07
3212,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-3,31.41592654,197.5,2,40,56.9,2.9,34.4,120,20,0.07
3213,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-3,31.41592654,197.5,2,40,56.9,2.9,34.4,135,20,0.08
3214,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-3,31.41592654,197.5,2,40,56.9,2.9,34.4,151,20,0.09
3215,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-3,31.41592654,197.5,2,40,56.9,2.9,34.4,190,20,0.12
3216,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S22-20-3,31.41592654,197.5,2,40,56.9,2.9,34.4,226,20,0.16
3245,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-1,7.853981634,200.5333333,2,45,53.8,2.98,36.4,346,10,0.21
3246,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-1,7.853981634,200.5333333,2,45,53.8,2.98,36.4,404,10,0.23
3247,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-1,7.853981634,200.5333333,2,45,53.8,2.98,36.4,476,10,0.27
3248,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-1,7.853981634,200.5333333,2,45,53.8,2.98,36.4,502,10,0.31
3279,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-2,7.853981634,200.5333333,2,45,53.8,2.98,36.4,537,10,0.25
3280,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-2,7.853981634,200.5333333,2,45,53.8,2.98,36.4,418,10,0.25
3305,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-3,7.853981634,200.5333333,2,45,53.8,2.98,36.4,509,10,0.26
3306,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-3,7.853981634,200.5333333,2,45,53.8,2.98,36.4,439,10,0.26
3307,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-3,7.853981634,200.5333333,2,45,53.8,2.98,36.4,467,10,0.27
3308,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-10-3,7.853981634,200.5333333,2,45,53.8,2.98,36.4,503,10,0.29
3335,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-1,15.393804,196.3166667,2,43,53.8,2.98,36.4,344,14,0.18
3336,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-1,15.393804,196.3166667,2,43,53.8,2.98,36.4,298,14,0.18
3337,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-1,15.393804,196.3166667,2,43,53.8,2.98,36.4,333,14,0.19
3338,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-1,15.393804,196.3166667,2,43,53.8,2.98,36.4,374,14,0.22
3339,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-1,15.393804,196.3166667,2,43,53.8,2.98,36.4,399,14,0.26
3371,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-2,15.393804,196.3166667,2,43,53.8,2.98,36.4,357,14,0.22
3372,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-2,15.393804,196.3166667,2,43,53.8,2.98,36.4,322,14,0.22
3373,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-2,15.393804,196.3166667,2,43,53.8,2.98,36.4,372,14,0.26
3403,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-3,15.393804,196.3166667,2,43,53.8,2.98,36.4,294,14,0.14
3404,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-3,15.393804,196.3166667,2,43,53.8,2.98,36.4,241,14,0.14
3405,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-3,15.393804,196.3166667,2,43,53.8,2.98,36.4,288,14,0.16
3406,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-3,15.393804,196.3166667,2,43,53.8,2.98,36.4,328,14,0.19
3407,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-3,15.393804,196.3166667,2,43,53.8,2.98,36.4,359,14,0.22
3408,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-14-3,15.393804,196.3166667,2,43,53.8,2.98,36.4,394,14,0.26
3431,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,91,20,0.04
3432,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,116,20,0.05
3433,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,127,20,0.06
3434,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,139,20,0.07
3435,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,161,20,0.09
3436,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,183,20,0.11
3437,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,218,20,0.14
3438,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-1,31.41592654,197.5,2,40,53.8,2.98,36.4,236,20,0.16
3467,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-2,31.41592654,197.5,2,40,53.8,2.98,36.4,163,20,0.07
3468,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-2,31.41592654,197.5,2,40,53.8,2.98,36.4,143,20,0.07
3469,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-2,31.41592654,197.5,2,40,53.8,2.98,36.4,162,20,0.08
3470,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-2,31.41592654,197.5,2,40,53.8,2.98,36.4,201,20,0.11
3471,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-2,31.41592654,197.5,2,40,53.8,2.98,36.4,216,20,0.12
3472,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-2,31.41592654,197.5,2,40,53.8,2.98,36.4,236,20,0.14
3504,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-3,31.41592654,197.5,2,40,53.8,2.98,36.4,177,20,0.09
3505,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-3,31.41592654,197.5,2,40,53.8,2.98,36.4,167,20,0.09
3506,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-3,31.41592654,197.5,2,40,53.8,2.98,36.4,194,20,0.11
3507,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-3,31.41592654,197.5,2,40,53.8,2.98,36.4,211,20,0.12
3508,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,S32-20-3,31.41592654,197.5,2,40,53.8,2.98,36.4,230,20,0.14
3530,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-1,7.853981634,200.5333333,2,45,67.2,3.09,41.83,440,10,0.22
3531,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-1,7.853981634,200.5333333,2,45,67.2,3.09,41.83,326,10,0.22
3532,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-1,7.853981634,200.5333333,2,45,67.2,3.09,41.83,370,10,0.24
3533,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-1,7.853981634,200.5333333,2,45,67.2,3.09,41.83,437,10,0.28
3534,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-1,7.853981634,200.5333333,2,45,67.2,3.09,41.83,459,10,0.34
3535,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-1,7.853981634,200.5333333,2,45,67.2,3.09,41.83,480,10,0.39
3559,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-2,7.853981634,200.5333333,2,45,67.2,3.09,41.83,444,10,0.25
3560,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-2,7.853981634,200.5333333,2,45,67.2,3.09,41.83,359,10,0.25
3561,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-2,7.853981634,200.5333333,2,45,67.2,3.09,41.83,408,10,0.27
3562,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-2,7.853981634,200.5333333,2,45,67.2,3.09,41.83,444,10,0.31
3583,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,434,10,0.2
3584,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,287,10,0.2
3585,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,355,10,0.23
3586,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,381,10,0.24
3587,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,406,10,0.26
3588,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,432,10,0.28
3589,Farra and Jaccoud,Rapport des essais de tirants sous defomration imposee de courte duree,H50-10-3,7.853981634,200.5333333,2,45,67.2,3.09,41.83,444,10,0.3
